,user_id,timestamp,group,landing_page,converted
163589,689721,14:27.6,control,old_page,1
163590,846793,24:38.7,treatment,new_page,1
163594,822738,11:07.3,treatment,new_page,1
163595,818551,51:20.5,control,old_page,1
163606,743058,40:01.3,treatment,new_page,1
163624,781913,58:26.5,treatment,new_page,1
163653,844195,20:33.9,treatment,new_page,1
163675,936451,21:30.5,control,old_page,1
163699,849771,58:12.9,control,old_page,1
163702,782799,51:09.7,control,old_page,1
163710,789024,07:44.1,control,old_page,1
163715,906712,02:13.7,control,old_page,1
163722,887313,47:32.7,control,old_page,1
163732,799039,10:53.5,treatment,new_page,1
163742,867559,01:49.9,treatment,new_page,1
163751,856489,22:57.8,control,old_page,1
163753,702435,32:37.7,treatment,new_page,1
163756,920510,12:20.0,treatment,new_page,1
163759,732662,33:58.6,treatment,new_page,1
163763,784025,48:21.1,treatment,new_page,1
163776,937974,28:47.5,treatment,new_page,1
163778,714791,31:47.7,control,old_page,1
163781,751321,16:09.0,control,old_page,1
163792,744827,18:38.7,treatment,new_page,1
163793,865413,35:35.3,treatment,new_page,1
163797,810148,19:19.3,control,old_page,1
163812,656981,27:19.4,control,old_page,1
163813,644352,33:45.8,control,old_page,1
163816,725783,15:51.1,control,old_page,1
163821,660600,13:21.2,control,old_page,1
163830,760041,43:30.7,control,old_page,1
163833,816562,56:20.3,control,old_page,1
163834,797078,15:47.4,treatment,new_page,1
163868,678721,15:09.4,control,old_page,1
163876,706884,55:33.1,treatment,new_page,1
163896,639544,53:42.9,control,old_page,1
163901,789541,13:54.5,control,old_page,1
163921,659716,05:38.4,control,old_page,1
163932,792709,57:26.7,control,old_page,1
163942,697181,08:40.8,treatment,new_page,1
163944,785115,16:37.4,control,old_page,1
163945,893199,57:42.5,treatment,new_page,1
163948,680527,44:22.6,treatment,new_page,1
163953,684632,47:03.8,control,old_page,1
163956,794172,56:48.6,control,old_page,1
163968,892345,15:10.3,control,old_page,1
163995,902282,58:38.5,control,old_page,1
164004,821981,03:25.9,control,old_page,1
164008,865507,06:10.4,treatment,new_page,1
164035,633434,42:22.6,treatment,new_page,1
164040,757916,18:44.4,treatment,new_page,1
164043,671113,53:33.9,treatment,new_page,1
164050,825386,40:03.0,treatment,new_page,1
164052,896114,19:18.6,treatment,new_page,1
164057,862532,11:54.6,control,old_page,1
164063,631977,26:00.4,treatment,new_page,1
164073,673444,08:28.0,treatment,new_page,1
164085,657917,20:52.4,treatment,new_page,1
164088,911477,06:44.7,control,old_page,1
164090,813568,33:45.5,control,old_page,1
164110,643539,18:22.7,control,old_page,1
164113,651979,47:27.0,treatment,new_page,1
164114,884342,41:29.5,treatment,new_page,1
164121,730151,46:12.4,control,old_page,1
164122,697754,57:04.5,treatment,new_page,1
164136,781305,23:28.4,treatment,new_page,1
164145,793187,32:12.6,control,old_page,1
164152,819483,10:43.5,treatment,new_page,1
164161,748690,02:51.7,control,old_page,1
164164,934063,24:13.7,control,old_page,1
164167,784927,05:08.4,treatment,new_page,1
164171,765034,09:02.5,control,old_page,1
164182,788013,38:18.4,treatment,new_page,1
164210,762604,55:39.2,control,old_page,1
164211,788863,04:14.1,treatment,new_page,1
164216,776847,57:08.5,control,old_page,1
164219,830407,00:15.4,treatment,new_page,1
164230,759705,10:11.7,treatment,new_page,1
164233,884966,48:40.6,treatment,new_page,1
164249,747740,30:25.2,control,old_page,1
164256,812474,44:48.5,treatment,new_page,1
164264,940134,28:54.5,control,old_page,1
164292,689802,47:56.5,control,old_page,1
164310,821654,04:42.6,control,old_page,1
164325,651250,57:08.7,treatment,new_page,1
164328,869362,44:48.4,treatment,new_page,1
164345,845740,43:45.5,treatment,new_page,1
164349,718014,54:06.0,treatment,new_page,1
164352,832527,36:29.2,control,old_page,1
164370,900474,23:30.4,control,old_page,1
164394,674459,21:51.1,control,old_page,1
164426,688781,17:54.7,control,old_page,1
164440,710202,02:28.8,treatment,new_page,1
164448,809289,36:12.4,control,old_page,1
164460,869446,11:36.0,control,old_page,1
164479,889287,44:54.7,control,old_page,1
164482,776767,09:08.0,control,old_page,1
164484,923956,31:29.1,treatment,new_page,1
164486,747820,47:47.2,treatment,new_page,1
164511,664368,34:33.0,control,old_page,1
164525,931474,57:22.1,control,old_page,1
164526,818905,29:45.7,control,old_page,1
164531,900908,16:24.1,treatment,new_page,1
164534,865271,31:53.5,control,old_page,1
164538,697416,43:17.6,treatment,new_page,1
164541,742825,12:40.1,treatment,new_page,1
164551,872495,04:09.8,treatment,new_page,1
164563,788088,58:34.9,control,old_page,1
164569,635852,42:10.1,control,old_page,1
164571,678955,25:05.6,control,old_page,1
164578,893869,45:03.3,treatment,new_page,1
164584,677672,46:13.1,control,old_page,1
164592,809810,32:30.1,control,old_page,1
164598,715521,22:31.3,treatment,new_page,1
164608,824134,23:51.4,treatment,new_page,1
164609,674380,11:18.3,control,old_page,1
164617,637151,03:39.2,control,old_page,1
164630,658399,39:42.4,treatment,new_page,1
164634,637219,51:59.4,control,old_page,1
164639,846103,04:24.6,control,old_page,1
164644,778988,09:34.3,treatment,new_page,1
164655,805234,52:48.5,treatment,new_page,1
164664,854827,49:46.3,treatment,new_page,1
164673,727033,16:08.8,control,old_page,1
164675,693659,58:45.6,treatment,new_page,1
164682,883748,57:16.6,control,old_page,1
164691,848623,31:59.2,control,old_page,1
164700,722092,47:20.0,treatment,new_page,1
164703,810250,22:49.6,control,old_page,1
164724,684962,21:39.5,control,old_page,1
164732,835954,52:38.7,control,old_page,1
164743,887141,50:59.6,control,old_page,1
164748,813064,22:05.6,control,old_page,1
164752,728612,17:18.0,treatment,new_page,1
164760,725503,44:18.8,treatment,new_page,1
164762,654436,11:26.1,treatment,new_page,1
164764,935903,03:10.6,control,old_page,1
164777,742694,45:45.3,treatment,new_page,1
164784,787058,51:03.1,control,old_page,1
164805,729919,59:57.6,control,old_page,1
164810,662090,23:34.5,treatment,new_page,1
164812,727719,07:26.3,control,old_page,1
164840,881709,27:00.5,treatment,new_page,1
164844,900603,14:15.4,control,old_page,1
164860,737733,55:47.2,treatment,new_page,1
164864,905008,36:56.6,control,old_page,1
164872,669721,36:23.4,control,old_page,1
164898,861593,47:50.5,treatment,new_page,1
164901,873658,43:35.3,control,old_page,1
164906,927880,25:08.0,control,old_page,1
164909,820483,01:05.0,treatment,new_page,1
164913,798582,49:20.8,treatment,new_page,1
164924,836151,45:02.7,treatment,new_page,1
164930,945881,33:30.6,control,old_page,1
164931,766994,50:42.0,control,old_page,1
164933,757533,32:49.0,treatment,new_page,1
164938,816072,52:17.9,control,old_page,1
164941,895390,00:25.4,control,old_page,1
164952,890194,13:30.4,control,old_page,1
164967,903537,34:12.1,treatment,new_page,1
164973,672926,33:10.9,control,old_page,1
164981,683585,21:19.1,control,old_page,1
164995,651926,47:51.3,control,old_page,1
165002,827981,08:14.1,control,old_page,1
165004,928295,18:44.1,control,old_page,1
165008,706279,12:32.6,control,old_page,1
165015,741566,20:27.2,control,old_page,1
165020,823079,17:26.4,treatment,new_page,1
165024,743876,43:45.7,control,old_page,1
165038,878566,33:59.9,control,old_page,1
165045,797829,23:26.3,treatment,new_page,1
165065,927767,20:04.7,control,old_page,1
165068,723968,53:58.1,treatment,new_page,1
165088,858573,52:34.8,control,old_page,1
165092,653786,42:08.1,treatment,new_page,1
165093,710419,31:17.1,treatment,new_page,1
165100,682590,48:41.3,treatment,new_page,1
165103,759517,16:30.1,treatment,new_page,1
165107,672708,18:41.3,control,old_page,1
165108,729518,02:00.6,treatment,new_page,1
165109,641705,29:11.4,treatment,new_page,1
165117,745020,11:01.2,treatment,new_page,1
165122,664001,08:25.6,treatment,new_page,1
165127,906975,19:14.5,control,old_page,1
165150,837744,21:10.3,treatment,new_page,1
165159,936069,33:13.5,treatment,new_page,1
165171,683643,15:24.6,treatment,new_page,1
165176,683614,51:16.2,treatment,new_page,1
165181,843871,46:59.3,control,old_page,1
165194,878820,41:59.8,control,old_page,1
165197,704911,45:31.8,treatment,new_page,1
165210,644857,50:18.6,control,old_page,1
165216,774304,13:59.5,treatment,new_page,1
165218,836997,58:10.8,treatment,new_page,1
165221,906155,46:55.8,treatment,new_page,1
165231,708923,27:04.0,control,old_page,1
165232,829117,11:24.7,treatment,new_page,1
165236,697761,49:45.2,control,old_page,1
165238,638280,25:52.8,control,old_page,1
165241,931789,06:54.2,treatment,new_page,1
165252,943882,22:26.2,control,old_page,1
165273,666651,06:22.8,treatment,new_page,1
165275,853459,11:40.9,treatment,new_page,1
165287,881082,43:14.4,control,old_page,1
165289,732438,07:44.1,control,old_page,1
165302,815350,47:56.4,treatment,new_page,1
165304,735396,28:48.1,control,old_page,1
165306,695630,15:14.8,treatment,new_page,1
165315,799478,42:39.7,treatment,new_page,1
165316,938797,02:45.8,treatment,new_page,1
165326,765514,51:15.8,control,old_page,1
165347,727654,27:49.2,treatment,new_page,1
165352,677161,02:28.8,control,old_page,1
165357,676667,45:15.8,control,old_page,1
165368,945119,38:19.3,treatment,new_page,1
165383,750667,47:34.2,control,old_page,1
165387,892172,35:58.9,treatment,new_page,1
165400,724832,47:03.2,treatment,new_page,1
165401,728908,40:27.5,control,old_page,1
165407,858942,26:35.6,control,old_page,1
165409,827366,20:07.0,treatment,new_page,1
165448,831102,58:26.7,treatment,new_page,1
165449,894594,27:01.9,treatment,new_page,1
165454,887277,15:26.0,control,old_page,1
165462,829249,09:24.4,treatment,new_page,1
165478,729411,45:05.9,treatment,new_page,1
165483,701980,57:42.6,control,old_page,1
165499,796696,24:38.1,treatment,new_page,1
165503,895260,31:45.5,control,old_page,1
165506,788892,03:07.7,treatment,new_page,1
165507,910406,06:34.2,treatment,new_page,1
165517,647240,28:49.5,control,old_page,1
165526,754004,19:42.2,control,old_page,1
165533,868264,51:48.0,treatment,new_page,1
165537,895861,36:50.7,control,old_page,1
165554,695909,44:38.0,treatment,new_page,1
165557,707569,42:06.6,control,old_page,1
165558,903891,28:30.0,treatment,new_page,1
165559,769365,46:54.1,control,old_page,1
165574,644813,53:11.4,treatment,new_page,1
165584,709627,30:13.3,control,old_page,1
165585,933205,01:01.6,treatment,new_page,1
165598,886586,34:50.7,control,old_page,1
165602,811232,06:10.2,control,old_page,1
165606,681415,17:52.1,treatment,new_page,1
165607,639861,34:32.8,control,old_page,1
165608,700981,46:06.6,control,old_page,1
165609,940259,14:42.5,treatment,new_page,1
165611,898106,56:40.5,treatment,new_page,1
165631,874833,42:13.6,treatment,new_page,1
165632,878103,09:35.3,treatment,new_page,1
165638,940721,46:14.6,treatment,new_page,1
165643,649164,17:30.3,treatment,new_page,1
165655,829561,27:45.2,control,old_page,1
165658,731345,15:24.4,treatment,new_page,1
165664,792610,27:11.1,treatment,new_page,1
165676,872935,40:53.4,control,old_page,1
165682,706075,51:58.1,control,old_page,1
165708,709267,56:02.5,treatment,new_page,1
165714,895085,08:14.6,control,old_page,1
165715,826681,59:25.4,treatment,new_page,1
165742,811523,27:52.9,control,old_page,1
165743,868507,05:31.3,treatment,new_page,1
165745,633830,30:31.8,treatment,new_page,1
165774,757055,27:25.0,treatment,new_page,1
165788,815663,23:52.5,treatment,new_page,1
165792,827784,25:45.4,treatment,new_page,1
165796,751252,41:26.9,treatment,new_page,1
165812,657749,25:39.6,treatment,new_page,1
165825,672271,39:25.7,control,old_page,1
165847,784381,36:52.8,control,old_page,1
165850,768171,26:47.1,treatment,new_page,1
165865,832129,41:53.8,control,old_page,1
165878,923742,12:56.4,control,old_page,1
165879,756248,24:24.5,treatment,new_page,1
165884,866283,42:01.5,control,old_page,1
165902,800063,23:48.0,control,old_page,1
165914,710376,09:08.9,treatment,new_page,1
165921,792788,27:01.2,control,old_page,1
165929,637337,27:44.1,treatment,new_page,1
165931,926931,45:46.6,treatment,new_page,1
165935,744282,57:24.9,control,old_page,1
165940,907320,56:45.6,treatment,new_page,1
165944,866906,47:40.7,control,old_page,1
165946,874510,33:11.7,control,old_page,1
165947,880404,48:08.6,control,old_page,1
165983,752482,14:28.8,treatment,new_page,1
165985,864488,35:45.8,treatment,new_page,1
165992,742290,09:29.6,control,old_page,1
166000,854558,47:42.8,treatment,new_page,1
166012,680664,23:23.2,control,old_page,1
166018,838396,22:57.9,control,old_page,1
166027,749249,32:36.8,control,old_page,1
166033,754637,15:52.4,treatment,new_page,1
166047,877740,02:32.3,treatment,new_page,1
166050,774155,35:09.9,control,old_page,1
166051,937914,10:13.5,treatment,new_page,1
166057,682470,06:23.6,control,old_page,1
166060,663979,23:09.4,treatment,new_page,1
166068,771380,55:27.8,treatment,new_page,1
166070,743752,24:52.2,control,old_page,1
166089,804361,28:58.5,treatment,new_page,1
166092,806369,14:31.6,control,old_page,1
166097,662251,01:44.0,control,old_page,1
166100,875655,52:58.2,control,old_page,1
166102,755751,51:16.0,control,old_page,1
166113,663711,49:08.8,treatment,new_page,1
166115,854412,30:09.6,control,old_page,1
166123,803889,31:10.6,control,old_page,1
166151,774512,29:21.2,treatment,new_page,1
166164,706334,49:54.6,control,old_page,1
166174,812944,12:05.0,treatment,new_page,1
166177,914561,28:12.4,control,old_page,1
166182,744977,48:38.8,control,old_page,1
166199,706166,02:48.3,control,old_page,1
166209,933629,48:07.4,treatment,new_page,1
166212,687527,38:13.8,treatment,new_page,1
166217,663840,16:15.5,control,old_page,1
166230,813226,38:58.1,control,old_page,1
166234,682020,10:40.9,treatment,new_page,1
166239,636739,06:38.7,treatment,new_page,1
166241,726878,23:15.8,control,old_page,1
166259,755060,23:43.9,treatment,new_page,1
166271,753317,02:01.4,treatment,new_page,1
166278,871264,29:39.7,treatment,new_page,1
166289,796865,30:08.0,control,old_page,1
166301,809655,27:02.1,treatment,new_page,1
166312,831344,00:22.8,treatment,new_page,1
166315,634516,48:27.5,control,old_page,1
166316,880561,59:45.2,treatment,new_page,1
166333,751456,33:50.1,treatment,new_page,1
166344,859879,49:46.8,control,old_page,1
166351,775124,09:32.2,treatment,new_page,1
166354,724895,02:46.1,control,old_page,1
166359,675582,59:52.2,treatment,new_page,1
166369,810911,32:50.7,treatment,new_page,1
166371,679448,05:49.8,treatment,new_page,1
166372,747872,44:48.6,control,old_page,1
166381,807587,42:08.5,control,old_page,1
166395,730674,03:22.4,treatment,new_page,1
166401,873892,47:20.2,control,old_page,1
166426,735725,41:39.5,treatment,new_page,1
166427,707535,25:32.7,treatment,new_page,1
166428,783875,09:46.7,control,old_page,1
166436,885947,19:25.5,treatment,new_page,1
166442,656710,41:04.1,treatment,new_page,1
166445,664114,21:17.4,treatment,new_page,1
166454,846189,34:06.8,control,old_page,1
166455,713513,40:24.5,treatment,new_page,1
166464,882310,08:15.5,treatment,new_page,1
166481,654437,34:19.3,treatment,new_page,1
166487,901645,31:54.2,control,old_page,1
166502,806079,48:51.5,control,old_page,1
166523,858043,30:30.9,treatment,new_page,1
166525,773070,30:09.4,treatment,new_page,1
166533,742535,35:40.7,treatment,new_page,1
166548,633985,02:35.3,treatment,new_page,1
166556,762365,15:34.4,treatment,new_page,1
166559,801475,51:52.4,control,old_page,1
166578,798906,37:33.8,control,old_page,1
166586,727703,42:19.4,treatment,new_page,1
166605,904228,05:16.2,control,old_page,1
166609,888053,59:44.2,control,old_page,1
166618,725205,21:47.9,treatment,new_page,1
166621,838211,47:22.8,control,old_page,1
166652,921800,49:37.0,treatment,new_page,1
166656,928655,45:50.5,treatment,new_page,1
166657,761420,49:25.0,treatment,new_page,1
166660,697361,16:29.9,treatment,new_page,1
166662,865705,55:31.9,treatment,new_page,1
166681,867698,23:13.9,treatment,new_page,1
166686,688380,21:55.0,treatment,new_page,1
166689,719591,40:00.0,control,old_page,1
166692,825754,35:11.8,control,old_page,1
166694,775801,59:41.5,treatment,new_page,1
166706,762361,28:41.0,treatment,new_page,1
166714,868100,28:58.2,control,old_page,1
166716,862894,10:47.9,control,old_page,1
166722,927377,44:01.9,control,old_page,1
166728,770483,22:45.9,treatment,new_page,1
166731,765280,32:31.5,control,old_page,1
166746,701086,10:20.7,treatment,new_page,1
166751,752026,34:49.5,treatment,new_page,1
166755,738896,30:53.5,treatment,new_page,1
166757,769111,06:04.6,control,old_page,1
166759,648310,31:54.1,treatment,new_page,1
166767,637948,35:35.7,treatment,new_page,1
166773,846304,10:05.9,treatment,new_page,1
166774,720803,32:20.9,control,old_page,1
166788,733002,39:36.2,control,old_page,1
166804,906794,38:17.6,treatment,new_page,1
166809,816692,47:30.4,treatment,new_page,1
166812,662796,57:41.0,control,old_page,1
166813,917030,15:48.4,treatment,new_page,1
166814,861297,53:27.9,treatment,new_page,1
166822,809819,51:24.0,control,old_page,1
166823,672919,57:31.9,treatment,new_page,1
166825,834005,41:20.6,control,old_page,1
166837,682296,19:49.3,treatment,new_page,1
166838,763230,10:44.2,control,old_page,1
166853,691282,48:17.2,control,old_page,1
166862,756136,58:04.8,control,old_page,1
166865,943659,59:25.4,control,old_page,1
166866,661036,12:44.0,control,old_page,1
166872,936669,29:55.1,treatment,new_page,1
166878,698263,20:56.0,treatment,new_page,1
166885,823679,43:03.7,treatment,new_page,1
166889,693321,51:17.5,treatment,new_page,1
166890,691942,34:01.6,control,old_page,1
166899,679506,38:04.4,treatment,new_page,1
166900,806765,53:53.7,treatment,new_page,1
166924,837248,40:00.8,control,old_page,1
166934,689551,55:49.9,treatment,new_page,1
166938,680427,48:43.6,treatment,new_page,1
166939,783456,54:38.9,control,old_page,1
166941,781920,28:42.2,treatment,new_page,1
166949,844284,34:35.8,treatment,new_page,1
166954,761656,52:18.3,treatment,new_page,1
166956,670984,12:16.3,control,old_page,1
166965,851374,50:34.6,treatment,new_page,1
166966,794337,06:35.0,treatment,new_page,1
166987,733261,07:17.5,treatment,new_page,1
166999,868074,33:19.1,treatment,new_page,1
167011,880029,44:38.3,control,old_page,1
167012,917818,41:07.0,control,old_page,1
167014,890435,47:37.9,treatment,new_page,1
167018,843030,05:35.3,control,old_page,1
167025,875420,37:51.3,control,old_page,1
167026,800252,01:59.5,control,old_page,1
167028,699711,58:31.4,control,old_page,1
167033,866319,44:07.7,treatment,new_page,1
167040,941874,43:55.2,control,old_page,1
167045,631412,44:06.0,control,old_page,1
167048,733561,46:42.5,treatment,new_page,1
167050,779624,11:05.9,treatment,new_page,1
167056,712993,49:27.7,treatment,new_page,1
167073,902652,15:50.1,control,old_page,1
167075,747870,58:37.3,control,old_page,1
167076,706916,37:39.4,treatment,new_page,1
167086,780584,39:40.4,control,old_page,1
167088,717301,37:31.9,control,old_page,1
167103,699400,46:16.9,treatment,new_page,1
167107,665102,49:25.4,treatment,new_page,1
167113,864359,35:09.6,treatment,new_page,1
167118,715065,04:15.1,control,old_page,1
167124,944574,16:45.2,control,old_page,1
167126,655214,48:30.4,treatment,new_page,1
167127,916606,04:48.4,treatment,new_page,1
167132,786604,23:22.4,control,old_page,1
167151,772914,30:43.3,treatment,new_page,1
167163,701243,18:18.9,control,old_page,1
167168,907611,53:55.7,control,old_page,1
167171,863189,03:04.2,control,old_page,1
167180,650687,22:11.7,treatment,new_page,1
167199,859803,50:52.0,treatment,new_page,1
167200,913728,41:55.0,control,old_page,1
167203,829005,50:31.6,treatment,new_page,1
167211,924050,32:36.1,treatment,new_page,1
167214,751972,38:17.4,control,old_page,1
167215,921606,41:16.1,treatment,new_page,1
167217,774627,44:06.3,control,old_page,1
167223,680953,59:58.8,treatment,new_page,1
167224,805253,56:30.6,control,old_page,1
167229,778875,43:44.5,control,old_page,1
167230,766185,40:17.0,treatment,new_page,1
167242,678037,02:08.1,treatment,new_page,1
167248,901457,17:26.9,treatment,new_page,1
167249,786574,12:39.7,treatment,new_page,1
167273,711400,06:32.5,control,old_page,1
167290,815401,58:30.5,control,old_page,1
167302,817059,28:38.2,treatment,new_page,1
167303,936265,21:22.3,control,old_page,1
167319,907500,28:48.8,control,old_page,1
167326,697247,16:34.9,treatment,new_page,1
167348,917975,36:21.0,treatment,new_page,1
167351,833542,57:36.0,treatment,new_page,1
167358,764119,00:36.8,control,old_page,1
167374,661294,39:52.8,treatment,new_page,1
167389,720391,38:29.7,treatment,new_page,1
167404,933090,17:46.6,treatment,new_page,1
167418,906228,20:12.2,treatment,new_page,1
167424,854058,53:51.3,control,old_page,1
167435,720042,45:56.8,control,old_page,1
167439,799848,10:34.3,treatment,new_page,1
167460,905063,16:47.3,treatment,new_page,1
167466,911984,58:09.7,control,old_page,1
167471,827379,21:37.9,control,old_page,1
167473,842746,51:00.1,control,old_page,1
167484,821891,33:55.8,control,old_page,1
167492,648285,57:09.8,treatment,new_page,1
167510,668125,01:35.8,treatment,new_page,1
167514,764354,14:08.0,control,old_page,1
167517,663624,55:50.8,control,old_page,1
167550,731851,31:28.0,treatment,new_page,1
167558,830341,29:22.8,control,old_page,1
167560,890792,19:46.7,treatment,new_page,1
167562,684084,34:56.4,treatment,new_page,1
167569,809957,38:50.0,treatment,new_page,1
167570,801393,04:30.8,treatment,new_page,1
167582,803885,14:49.8,control,old_page,1
167605,904695,19:06.5,control,old_page,1
167623,942994,37:02.5,treatment,new_page,1
167627,756479,53:37.1,treatment,new_page,1
167648,779497,38:31.9,treatment,new_page,1
167657,799977,11:08.0,treatment,new_page,1
167664,864834,56:06.0,control,old_page,1
167677,683995,39:00.4,control,old_page,1
167687,934862,14:01.0,treatment,new_page,1
167689,691687,48:47.0,control,old_page,1
167691,878033,21:47.3,treatment,new_page,1
167700,720386,07:50.8,treatment,new_page,1
167702,687697,23:02.1,treatment,new_page,1
167707,791360,16:36.8,treatment,new_page,1
167708,792757,54:08.0,control,old_page,1
167714,765221,56:06.8,treatment,new_page,1
167715,849418,45:47.2,treatment,new_page,1
167730,860620,16:10.2,control,old_page,1
167750,742358,16:03.8,treatment,new_page,1
167754,828356,55:20.5,treatment,new_page,1
167762,883629,21:39.9,control,old_page,1
167769,871256,11:30.8,control,old_page,1
167773,919868,39:31.7,control,old_page,1
167787,856090,05:41.8,control,old_page,1
167792,864652,12:41.0,control,old_page,1
167798,901750,22:38.8,control,old_page,1
167817,770861,51:35.6,control,old_page,1
167819,803130,15:29.5,control,old_page,1
167823,771356,27:03.2,control,old_page,1
167828,694819,38:02.2,treatment,new_page,1
167829,698176,25:12.4,control,old_page,1
167834,740597,50:14.4,treatment,new_page,1
167855,929984,29:29.1,control,old_page,1
167861,922372,48:02.7,control,old_page,1
167890,787429,35:54.6,control,old_page,1
167892,840885,53:42.6,control,old_page,1
167897,791060,04:03.7,control,old_page,1
167899,719270,09:21.1,control,old_page,1
167918,653460,03:02.1,control,old_page,1
167923,647180,44:44.7,control,old_page,1
167930,937162,02:44.0,treatment,new_page,1
167933,941265,53:53.9,treatment,new_page,1
167936,908938,31:27.8,treatment,new_page,1
167939,680354,49:44.8,treatment,new_page,1
167954,944402,56:55.9,treatment,new_page,1
167966,886250,40:02.8,treatment,new_page,1
167974,692940,12:52.7,control,old_page,1
167976,776405,02:32.7,control,old_page,1
167988,653270,40:47.4,treatment,new_page,1
167998,889791,24:36.3,treatment,new_page,1
168011,900370,41:29.8,treatment,new_page,1
168016,721015,50:28.1,control,old_page,1
168033,712032,00:25.6,treatment,new_page,1
168043,714622,52:31.5,control,old_page,1
168046,876335,29:48.7,treatment,new_page,1
168048,781091,33:39.2,treatment,new_page,1
168052,938122,32:08.2,treatment,new_page,1
168059,741726,28:16.0,control,old_page,1
168060,731194,01:58.1,control,old_page,1
168069,866718,03:06.7,treatment,new_page,1
168076,746883,40:07.1,control,old_page,1
168077,747861,23:41.4,control,old_page,1
168081,751864,19:45.1,control,old_page,1
168090,928882,31:14.4,treatment,new_page,1
168099,810524,39:26.6,control,old_page,1
168104,700172,20:06.0,treatment,new_page,1
168117,642660,07:24.1,treatment,new_page,1
168155,706527,39:14.9,control,old_page,1
168175,914395,01:44.3,control,old_page,1
168179,771271,04:24.1,control,old_page,1
168199,740256,49:10.5,treatment,new_page,1
168201,771783,03:08.7,treatment,new_page,1
168207,806128,02:02.9,control,old_page,1
168215,802120,32:19.2,control,old_page,1
168218,822359,00:17.9,treatment,new_page,1
168221,697581,21:40.6,control,old_page,1
168233,915661,22:35.2,treatment,new_page,1
168235,920050,16:42.1,control,old_page,1
168251,906257,58:16.0,treatment,new_page,1
168260,852360,24:25.6,control,old_page,1
168263,850741,20:19.5,control,old_page,1
168291,814407,06:39.8,control,old_page,1
168292,678268,18:12.6,treatment,new_page,1
168305,928379,34:31.6,treatment,new_page,1
168306,942288,29:14.8,control,old_page,1
168313,932885,15:16.1,control,old_page,1
168317,781478,36:32.2,control,old_page,1
168324,687311,27:12.3,control,old_page,1
168326,834223,20:54.3,control,old_page,1
168345,874551,23:15.0,control,old_page,1
168348,923100,01:27.0,treatment,new_page,1
168368,880177,26:24.6,treatment,new_page,1
168388,827938,50:22.0,treatment,new_page,1
168394,908754,49:06.9,control,old_page,1
168404,774180,22:08.1,control,old_page,1
168408,767728,23:29.7,treatment,new_page,1
168412,837374,40:51.1,treatment,new_page,1
168423,839327,09:44.7,treatment,new_page,1
168427,919321,02:52.9,control,old_page,1
168435,730042,44:51.7,treatment,new_page,1
168468,777938,37:53.0,treatment,new_page,1
168470,853857,31:38.2,treatment,new_page,1
168473,906126,53:40.3,control,old_page,1
168480,881702,41:00.3,treatment,new_page,1
168484,721939,38:31.5,control,old_page,1
168485,800702,54:50.5,control,old_page,1
168488,791175,33:05.4,control,old_page,1
168512,825705,33:03.9,control,old_page,1
168517,762198,15:19.6,treatment,new_page,1
168520,702036,07:59.6,control,old_page,1
168524,704905,34:43.1,treatment,new_page,1
168528,633190,53:34.7,treatment,new_page,1
168542,875387,33:05.0,control,old_page,1
168546,890318,28:54.4,control,old_page,1
168550,783331,29:20.7,control,old_page,1
168578,923905,01:27.8,control,old_page,1
168582,746165,08:30.0,control,old_page,1
168631,837633,40:07.4,control,old_page,1
168647,863209,39:16.5,treatment,new_page,1
168658,892995,41:59.1,control,old_page,1
168665,889045,59:15.6,control,old_page,1
168671,807526,28:50.6,treatment,new_page,1
168673,645146,27:43.0,treatment,new_page,1
168687,643011,04:39.1,control,old_page,1
168736,758694,05:24.5,control,old_page,1
168750,940028,40:14.8,treatment,new_page,1
168760,924846,21:44.7,treatment,new_page,1
168767,786726,16:58.8,control,old_page,1
168781,732475,13:14.9,control,old_page,1
168798,880446,05:51.4,control,old_page,1
168800,668045,50:55.7,control,old_page,1
168823,808892,20:24.7,treatment,new_page,1
168841,869787,05:31.7,treatment,new_page,1
168849,852699,07:37.6,control,old_page,1
168851,730039,37:42.7,control,old_page,1
168859,803707,34:23.9,treatment,new_page,1
168863,892880,40:11.4,treatment,new_page,1
168866,713008,03:59.6,treatment,new_page,1
168874,862151,43:27.5,control,old_page,1
168888,926402,41:34.4,control,old_page,1
168894,940965,41:22.9,treatment,new_page,1
168919,770573,17:26.5,control,old_page,1
168921,722408,34:14.3,treatment,new_page,1
168937,658109,00:51.1,treatment,new_page,1
168947,902887,16:35.7,treatment,new_page,1
168952,878422,39:45.0,control,old_page,1
168956,749040,49:03.8,control,old_page,1
168957,854746,39:09.0,treatment,new_page,1
168963,817905,57:36.9,control,old_page,1
168981,639413,14:43.0,control,old_page,1
168990,727181,14:49.0,control,old_page,1
168996,713021,34:34.2,control,old_page,1
168997,676393,55:34.1,treatment,new_page,1
169003,846917,36:16.7,treatment,new_page,1
169013,768530,54:07.1,treatment,new_page,1
169019,868841,34:28.6,control,old_page,1
169021,721208,56:18.3,control,old_page,1
169024,737647,09:13.5,treatment,new_page,1
169049,818180,34:25.0,control,old_page,1
169050,767689,01:38.8,control,old_page,1
169067,773035,58:53.6,treatment,new_page,1
169071,675270,33:18.3,control,old_page,1
169073,713353,01:29.7,control,old_page,1
169082,940119,57:07.1,treatment,new_page,1
169091,649698,05:03.5,treatment,new_page,1
169095,725240,48:29.9,control,old_page,1
